"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","RWA","Rwanda","","","","","54","0.53543","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AFR","Africa","","RWA","Rwanda","","","","","57","0.56875","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","","","","74","0.74164","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","SEN","Senegal","","","","","56","0.55714","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","WPR","Western Pacific","","SGP","Singapore","","","","","44","0.44286","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","SLE","Sierra Leone","","","","","36","0.35983","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AMR","Americas","","SLV","El Salvador","","","","","76","0.75624","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","SSD","South Sudan","","","","","34","0.34286","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","AMR","Americas","","SUR","Suriname","","","","","70","0.69833","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","EUR","Europe","","SVK","Slovakia","","","","","77","0.76514","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","EUR","Europe","","SVN","Slovenia","","","","","79","0.78949","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","SWZ","Eswatini","","","","","40","0.40000","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","","","","59","0.59163","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","","","","27","0.27332","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AFR","Africa","","TCD","Chad","","","","","28","0.27814","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AFR","Africa","","TGO","Togo","","","","","43","0.43437","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","EUR","Europe","","TJK","Tajikistan","","","","","34","0.34286","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","EUR","Europe","","TKM","Turkmenistan","","","","","29","0.28571","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","TON","Tonga","","","","","56","0.56208","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","","","","74","0.74083","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","TZA","United Republic of Tanzania","","","","","40","0.40000","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","UKR","Ukraine","","","","","65","0.65370","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AMR","Americas","","URY","Uruguay","","","","","80","0.79824","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","AMR","Americas","","USA","United States of America","","","","","84","0.83900","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","","","","17","0.17143","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","VNM","Viet Nam","","","","","73","0.73035","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","VUT","Vanuatu","","","","","49","0.48518","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","VUT","Vanuatu","","","","","48","0.48355","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","WSM","Samoa","","","","","58","0.58244","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","ZAF","South Africa","","","","","46","0.45714","","","","",""
"UHC_AVAILABILITY_SCORE","Data availability for UHC index of service coverage","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4833","","","","PUBLISHED","Published","","2013-2017","2013-2017","","AFR","Africa","","ZMB","Zambia","","","","","39","0.38571","","","","",""
"UHC_INDEX_REPORTED","UHC index of service coverage (SCI)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4834","","","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","","","","54","0.53553","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPAFG2007","source","","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","URB","Urban","","2.25","2.25000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPAFG2007","source","","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","RUR","Rural","","0.08","0.08000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPAFG2013","source","","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","RUR","Rural","","15.73","15.73000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPAFG2013","source","","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","TOTL","Total","","2.01","2.01000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPAGO2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","TOTL","Total","","12.38","12.38000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPAGO2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","URB","Urban","","11.90","11.90000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPALB1996","source","","PUBLISHED","Published","","1996","1996","","EUR","Europe","","ALB","Albania","","RUR","Rural","","7.64","7.64000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPALB2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ALB","Albania","","TOTL","Total","","23.37","23.37000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPALB2008","source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","ALB","Albania","","URB","Urban","","5.21","5.21000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPALB2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ALB","Albania","","RUR","Rural","","5.89","5.89000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPARG2004","source","","PUBLISHED","Published","","2004","2004","","AMR","Americas","","ARG","Argentina","","URB","Urban","","17.35","17.35000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPARG2004","source","","PUBLISHED","Published","","2004","2004","","AMR","Americas","","ARG","Argentina","","RUR","Rural","","2.97","2.97000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPARM1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","ARM","Armenia","","RUR","Rural","","15.39","15.39000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPARM1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","ARM","Armenia","","TOTL","Total","","6.88","6.88000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPARM2001","source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","ARM","Armenia","","TOTL","Total","","11.99","11.99000","","","","",""
